col0,col1,col2,col3,col4,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
1967,Female,22,ANGELA,1112,67.69,9.17,4.37,(S),(S),14.85
1967,Female,23,TRACY,1110,92.50,2.86,0.50,1.37,1.19,1.58
1967,Female,24,MICHELE,1079,77.50,12.29,(S),(S),4.35,4.54
1967,Female,25,TAMMY,1050,,,,,,
1967,Male,1,MICHAEL,8588,86.36,7.62,1.13,0.73,1.93,2.23
1967,Male,2,DAVID,6852,65.29,13.75,10.50,1.84,2.60,6.03
1967,Male,3,ROBERT,5569,74.28,16.04,1.67,0.56,2.04,5.40
1967,Male,4,JOHN,5474,47.00,20.10,14.41,12.56,3.58,2.36
1967,Male,5,JAMES,4889,54.45,38.09,0.81,2.51,2.10,2.04
1967,Male,6,RICHARD,3680,73.19,22.09,0.61,0.52,1.64,1.94
1967,Male,7,MARK,3130,71.70,12.38,9.53,2.10,2.06,2.22
1967,Male,8,STEVEN,3053,71.55,19.64,1.04,2.01,1.97,3.79
1967,Male,9,WILLIAM,2901,34.04,59.01,1.61,0.67,2.33,2.34
1967,Male,10,CHRISTOP*,2888,,,,,,
1967,Male,11,DANIEL,2624,67.02,24.05,2.12,0.58,1.95,4.27
1967,Male,12,JEFFREY,2515,79.11,15.81,0.63,0.45,1.82,2.18
1967,Male,13,ERIC,2454,71.34,10.06,6.71,1.52,5.79,4.57
1967,Male,14,BRIAN,2441,85.49,7.85,1.34,1.10,1.34,2.89
1967,Male,15,TIMOTHY,2325,70.93,20.09,2.58,1.68,2.38,2.34
1967,Male,16,ANTHONY,2187,63.43,30.43,1.10,0.62,1.84,2.59
1967,Male,17,SCOTT,2163,62.60,32.26,0.41,1.15,1.90,1.68
1967,Male,18,PAUL,2157,73.80,16.16,3.63,1.94,2.60,1.87
1967,Male,19,JOSEPH,2149,35.48,48.84,6.91,1.09,5.31,2.37
1967,Male,19,THOMAS,2149,55.53,38.17,1.63,1.01,2.00,1.66
1967,Male,21,KEVIN,2007,79.64,12.11,2.06,1.29,2.06,2.84
1967,Male,22,KENNETH,1778,60.89,17.48,1.69,15.64,2.15,2.15
1967,Male,23,RONALD,1673,84.57,7.09,2.51,0.72,1.70,3.41
1967,Male,24,GREGORY,1554,80.87,14.62,0.43,0.75,1.51,1.82
1967,Male,25,CHARLES,1545,38.87,47.28,0.80,2.05,3.71,7.28
1968,Female,1,LISA,4301,88.92,1.94,(S),(S),1.87,6.30
1968,Female,2,MICHELLE*,3610,,,,,,
1968,Female,3,CHRISTIN*,2999,,,,,,
1968,Female,4,JENNIFER*,2855,,,,,,
1968,Female,5,KIMBERLY*,2737,,,,,,
1968,Female,6,LAURA,1951,68.18,6.47,(S),(S),1.58,21.91
1968,Female,7,JULIE,1652,76.54,6.70,3.35,(S),(S),11.17
1968,Female,8,PATRICIA*,1528,,,,,,
1968,Female,9,CYNTHIA,1482,,,,,,
1968,Female,10,ELIZABET*,1473,,,,,,
1968,Female,11,MARY,1470,79.91,10.97,2.57,0.50,2.21,3.84
1968,Female,12,KAREN,1461,86.21,5.17,0.99,0.62,2.71,4.31
1968,Female,13,KELLY,1445,80.39,15.48,0.49,0.55,1.35,1.73
1968,Female,14,MARIA,1430,34.46,1.62,3.30,3.53,2.35,54.74
1968,Female,15,STEPHANI*,1347,,,,,,
1968,Female,16,SUSAN,1325,80.84,2.72,4.89,4.62,2.58,4.35
1968,Female,17,TINA,1310,50.43,(S),26.09,(S),6.09,10.72
1968,Female,18,SANDRA,1301,53.90,9.82,9.32,1.51,3.27,22.17
1968,Female,19,ANGELA,1254,67.69,9.17,4.37,(S),(S),14.85
1968,Female,20,DEBORAH,1222,71.15,11.54,3.21,(S),(S),13.46
1968,Female,21,MICHELE,1185,77.50,12.29,(S),(S),4.35,4.54
1968,Female,22,MELISSA,1158,82.35,2.94,(S),0.00,(S),11.18
1968,Female,23,WENDY,1084,83.85,5.38,(S),0.00,(S),6.15
1968,Female,24,DENISE,1045,78.49,11.78,(S),(S),1.60,6.64
1968,Female,25,TRACY,1037,92.50,2.86,0.50,1.37,1.19,1.58
1968,Male,1,MICHAEL,8454,86.36,7.62,1.13,0.73,1.93,2.23
1968,Male,2,DAVID,6405,65.29,13.75,10.50,1.84,2.60,6.03
1968,Male,3,ROBERT,5909,74.28,16.04,1.67,0.56,2.04,5.40
1968,Male,4,JOHN,5465,47.00,20.10,14.41,12.56,3.58,2.36
1968,Male,5,JAMES,4844,54.45,38.09,0.81,2.51,2.10,2.04
1968,Male,6,RICHARD,3560,73.19,22.09,0.61,0.52,1.64,1.94
1968,Male,7,CHRISTOP*,3153,,,,,,
1968,Male,8,MARK,3096,71.70,12.38,9.53,2.10,2.06,2.22
1968,Male,9,STEVEN,2972,71.55,19.64,1.04,2.01,1.97,3.79
1968,Male,10,WILLIAM,2867,34.04,59.01,1.61,0.67,2.33,2.34
1968,Male,11,JEFFREY,2698,79.11,15.81,0.63,0.45,1.82,2.18
1968,Male,12,DANIEL,2652,67.02,24.05,2.12,0.58,1.95,4.27
1968,Male,13,BRIAN,2650,85.49,7.85,1.34,1.10,1.34,2.89
1968,Male,14,ERIC,2408,71.34,10.06,6.71,1.52,5.79,4.57
1968,Male,15,SCOTT,2303,62.60,32.26,0.41,1.15,1.90,1.68
1968,Male,16,TIMOTHY,2214,70.93,20.09,2.58,1.68,2.38,2.34
1968,Male,17,PAUL,2184,73.80,16.16,3.63,1.94,2.60,1.87
1968,Male,18,THOMAS,2129,55.53,38.17,1.63,1.01,2.00,1.66
1968,Male,19,ANTHONY,2086,63.43,30.43,1.10,0.62,1.84,2.59
1968,Male,20,JOSEPH,2074,35.48,48.84,6.91,1.09,5.31,2.37
1968,Male,21,KEVIN,1957,79.64,12.11,2.06,1.29,2.06,2.84
1968,Male,22,MATTHEW,1773,59.90,29.94,3.92,0.99,2.62,2.64
1968,Male,23,KENNETH,1691,60.89,17.48,1.69,15.64,2.15,2.15
1968,Male,24,GREGORY,1548,80.87,14.62,0.43,0.75,1.51,1.82
1968,Male,25,CHARLES,1523,38.87,47.28,0.80,2.05,3.71,7.28
1969,Female,1,LISA,3956,88.92,1.94,(S),(S),1.87,6.30
1969,Female,2,MICHELLE*,3608,,,,,,
1969,Female,3,JENNIFER*,3420,,,,,,
1969,Female,4,CHRISTIN*,3216,,,,,,
1969,Female,5,KIMBERLY*,2910,,,,,,
1969,Female,6,JULIE,1913,76.54,6.70,3.35,(S),(S),11.17
1969,Female,7,LAURA,1806,68.18,6.47,(S),(S),1.58,21.91
1969,Female,8,CYNTHIA,1566,,,,,,
1969,Female,9,MARIA,1537,34.46,1.62,3.30,3.53,2.35,54.74
1969,Female,10,PATRICIA*,1520,,,,,,
1969,Female,11,ELIZABET*,1463,,,,,,
1969,Female,12,STEPHANI*,1432,,,,,,
1969,Female,13,MARY,1385,79.91,10.97,2.57,0.50,2.21,3.84
1969,Female,14,SHANNON,1373,77.39,18.73,0.45,0.38,1.55,1.50
1969,Female,15,SANDRA,1346,53.90,9.82,9.32,1.51,3.27,22.17
1969,Female,16,KAREN,1302,86.21,5.17,0.99,0.62,2.71,4.31
1969,Female,17,ANGELA,1301,67.69,9.17,4.37,(S),(S),14.85
1969,Female,18,MELISSA,1269,82.35,2.94,(S),0.00,(S),11.18
1969,Female,19,KELLY,1253,80.39,15.48,0.49,0.55,1.35,1.73
1969,Female,20,TINA,1224,50.43,(S),26.09,(S),6.09,10.72
1969,Female,21,SUSAN,1199,80.84,2.72,4.89,4.62,2.58,4.35
1969,Female,22,TRACY,1159,92.50,2.86,0.50,1.37,1.19,1.58
1969,Female,23,DENISE,1113,78.49,11.78,(S),(S),1.60,6.64
1969,Female,24,HEATHER,1111,90.81,2.47,1.87,0.75,1.57,2.54
1969,Female,25,MICHELE,1062,77.50,12.29,(S),(S),4.35,4.54
1969,Male,1,MICHAEL,8544,86.36,7.62,1.13,0.73,1.93,2.23
1969,Male,2,DAVID,6457,65.29,13.75,10.50,1.84,2.60,6.03
1969,Male,3,ROBERT,6051,74.28,16.04,1.67,0.56,2.04,5.40
1969,Male,4,JOHN,5167,47.00,20.10,14.41,12.56,3.58,2.36
1969,Male,5,JAMES,4687,54.45,38.09,0.81,2.51,2.10,2.04
1969,Male,6,CHRISTOP*,3518,,,,,,
1969,Male,7,RICHARD,3363,73.19,22.09,0.61,0.52,1.64,1.94
1969,Male,8,STEVEN,2893,71.55,19.64,1.04,2.01,1.97,3.79
1969,Male,9,MARK,2889,71.70,12.38,9.53,2.10,2.06,2.22
1969,Male,10,BRIAN,2796,85.49,7.85,1.34,1.10,1.34,2.89
1969,Male,11,WILLIAM,2745,34.04,59.01,1.61,0.67,2.33,2.34
1969,Male,12,DANIEL,2711,67.02,24.05,2.12,0.58,1.95,4.27
1969,Male,13,JEFFREY,2689,79.11,15.81,0.63,0.45,1.82,2.18
1969,Male,14,JASON,2619,70.75,21.61,1.93,0.38,1.50,3.83
1969,Male,15,ERIC,2615,71.34,10.06,6.71,1.52,5.79,4.57
1969,Male,16,SCOTT,2372,62.60,32.26,0.41,1.15,1.90,1.68
1969,Male,17,THOMAS,2187,55.53,38.17,1.63,1.01,2.00,1.66
1969,Male,18,ANTHONY,2152,63.43,30.43,1.10,0.62,1.84,2.59
1969,Male,19,JOSEPH,2135,35.48,48.84,6.91,1.09,5.31,2.37
1969,Male,19,PAUL,2135,73.80,16.16,3.63,1.94,2.60,1.87
1969,Male,21,TIMOTHY,1959,70.93,20.09,2.58,1.68,2.38,2.34
1969,Male,22,MATTHEW,1957,59.90,29.94,3.92,0.99,2.62,2.64
1969,Male,23,KEVIN,1873,79.64,12.11,2.06,1.29,2.06,2.84
1969,Male,24,GREGORY,1625,80.87,14.62,0.43,0.75,1.51,1.82
1969,Male,25,CHARLES,1572,38.87,47.28,0.80,2.05,3.71,7.28
1970,Female,1,JENNIFER*,4681,,,,,,
1970,Female,2,LISA,3552,88.92,1.94,(S),(S),1.87,6.30
1970,Female,3,MICHELLE*,3541,,,,,,
1970,Female,4,CHRISTIN*,3206,,,,,,
1970,Female,5,KIMBERLY*,2778,,,,,,
1970,Female,6,JULIE,1758,76.54,6.70,3.35,(S),(S),11.17
1970,Female,7,MARIA,1660,34.46,1.62,3.30,3.53,2.35,54.74
1970,Female,8,LAURA,1639,68.18,6.47,(S),(S),1.58,21.91
1970,Female,9,SHANNON,1615,77.39,18.73,0.45,0.38,1.55,1.50
1970,Female,10,CYNTHIA,1594,,,,,,
1970,Female,11,HEATHER,1582,90.81,2.47,1.87,0.75,1.57,2.54
1970,Female,12,ELIZABET*,1564,,,,,,
1970,Female,13,STEPHANI*,1535,,,,,,
1970,Female,14,ANGELA,1508,67.69,9.17,4.37,(S),(S),14.85
1970,Female,15,PATRICIA*,1355,,,,,,
1970,Female,16,TRACY,1313,92.50,2.86,0.50,1.37,1.19,1.58
1970,Female,17,AMY,1296,82.84,9.56,1.13,0.93,1.52,4.02
1970,Female,17,MELISSA,1296,82.35,2.94,(S),0.00,(S),11.18
1970,Female,19,SANDRA,1273,53.90,9.82,9.32,1.51,3.27,22.17
1970,Female,20,MARY,1272,79.91,10.97,2.57,0.50,2.21,3.84
1970,Female,21,KAREN,1225,86.21,5.17,0.99,0.62,2.71,4.31
1970,Female,22,DAWN,1176,67.40,23.12,2.96,2.12,2.20,2.20
1970,Female,23,TINA,1173,50.43,(S),26.09,(S),6.09,10.72
1970,Female,24,NICOLE,1155,72.63,12.11,(S),(S),2.28,10.53
1970,Female,25,KELLY,1077,80.39,15.48,0.49,0.55,1.35,1.73
1970,Male,1,MICHAEL,8411,86.36,7.62,1.13,0.73,1.93,2.23
1970,Male,2,DAVID,6254,65.29,13.75,10.50,1.84,2.60,6.03
1970,Male,3,ROBERT,5607,74.28,16.04,1.67,0.56,2.04,5.40
1970,Male,4,JOHN,5022,47.00,20.10,14.41,12.56,3.58,2.36
1970,Male,5,JAMES,4735,54.45,38.09,0.81,2.51,2.10,2.04
1970,Male,6,CHRISTOP*,3923,,,,,,
1970,Male,7,JASON,3891,70.75,21.61,1.93,0.38,1.50,3.83
1970,Male,8,RICHARD,3258,73.19,22.09,0.61,0.52,1.64,1.94
1970,Male,9,WILLIAM,2831,34.04,59.01,1.61,0.67,2.33,2.34
1970,Male,10,STEVEN,2829,71.55,19.64,1.04,2.01,1.97,3.79
1970,Male,11,ERIC,2787,71.34,10.06,6.71,1.52,5.79,4.57
1970,Male,12,JEFFREY,2757,79.11,15.81,0.63,0.45,1.82,2.18
1970,Male,13,MARK,2689,71.70,12.38,9.53,2.10,2.06,2.22
1970,Male,14,BRIAN,2621,85.49,7.85,1.34,1.10,1.34,2.89
1970,Male,15,DANIEL,2612,67.02,24.05,2.12,0.58,1.95,4.27
1970,Male,16,SCOTT,2332,62.60,32.26,0.41,1.15,1.90,1.68
1970,Male,17,KEVIN,2284,79.64,12.11,2.06,1.29,2.06,2.84
1970,Male,18,JOSEPH,2226,35.48,48.84,6.91,1.09,5.31,2.37
1970,Male,19,MATTHEW,2146,59.90,29.94,3.92,0.99,2.62,2.64
1970,Male,20,ANTHONY,2114,63.43,30.43,1.10,0.62,1.84,2.59
1970,Male,21,THOMAS,2011,55.53,38.17,1.63,1.01,2.00,1.66
1970,Male,22,PAUL,1972,73.80,16.16,3.63,1.94,2.60,1.87
1970,Male,23,TIMOTHY,1787,70.93,20.09,2.58,1.68,2.38,2.34
1970,Male,24,GREGORY,1642,80.87,14.62,0.43,0.75,1.51,1.82
1970,Male,25,CHARLES,1609,38.87,47.28,0.80,2.05,3.71,7.28
1971,Female,1,JENNIFER*,5468,,,,,,
1971,Female,2,MICHELLE*,3167,,,,,,
1971,Female,3,LISA,2863,88.92,1.94,(S),(S),1.87,6.30
1971,Female,4,CHRISTIN*,2811,,,,,,
1971,Female,5,KIMBERLY*,2288,,,,,,
1971,Female,6,MARIA,1618,34.46,1.62,3.30,3.53,2.35,54.74
1971,Female,7,HEATHER,1500,90.81,2.47,1.87,0.75,1.57,2.54
1971,Female,8,JULIE,1469,76.54,6.70,3.35,(S),(S),11.17
1971,Female,9,SHANNON,1392,77.39,18.73,0.45,0.38,1.55,1.50
1971,Female,10,CYNTHIA,1391,,,,,,
1971,Female,11,ELIZABET*,1384,,,,,,
1971,Female,12,AMY,1382,82.84,9.56,1.13,0.93,1.52,4.02
1971,Female,13,STEPHANI*,1364,,,,,,
1971,Female,14,ANGELA,1352,67.69,9.17,4.37,(S),(S),14.85
1971,Female,15,LAURA,1339,68.18,6.47,(S),(S),1.58,21.91
1971,Female,16,MELISSA,1266,82.35,2.94,(S),0.00,(S),11.18
1971,Female,17,PATRICIA*,1199,,,,,,
1971,Female,18,SANDRA,1107,53.90,9.82,9.32,1.51,3.27,22.17
1971,Female,19,TINA,1034,50.43,(S),26.09,(S),6.09,10.72
1971,Female,20,REBECCA,1033,76.60,10.11,(S),(S),2.13,8.24
1971,Female,21,NICOLE,1026,72.63,12.11,(S),(S),2.28,10.53
1971,Female,22,MARY,1025,79.91,10.97,2.57,0.50,2.21,3.84
1971,Female,23,KAREN,996,86.21,5.17,0.99,0.62,2.71,4.31
1971,Female,24,TRACY,989,92.50,2.86,0.50,1.37,1.19,1.58
1971,Female,25,DAWN,966,67.40,23.12,2.96,2.12,2.20,2.20
1971,Male,1,MICHAEL,7006,86.36,7.62,1.13,0.73,1.93,2.23
1971,Male,2,DAVID,5114,65.29,13.75,10.50,1.84,2.60,6.03
1971,Male,3,ROBERT,4585,74.28,16.04,1.67,0.56,2.04,5.40
1971,Male,4,JOHN,4220,47.00,20.10,14.41,12.56,3.58,2.36
1971,Male,5,JASON,4200,70.75,21.61,1.93,0.38,1.50,3.83
1971,Male,6,CHRISTOP*,3996,,,,,,
1971,Male,7,JAMES,3892,54.45,38.09,0.81,2.51,2.10,2.04
1971,Male,8,RICHARD,2723,73.19,22.09,0.61,0.52,1.64,1.94
1971,Male,9,DANIEL,2485,67.02,24.05,2.12,0.58,1.95,4.27
1971,Male,10,BRIAN,2452,85.49,7.85,1.34,1.10,1.34,2.89
1971,Male,11,ERIC,2398,71.34,10.06,6.71,1.52,5.79,4.57
1971,Male,12,WILLIAM,2387,34.04,59.01,1.61,0.67,2.33,2.34
1971,Male,13,MATTHEW,2305,59.90,29.94,3.92,0.99,2.62,2.64
1971,Male,14,STEVEN,2302,71.55,19.64,1.04,2.01,1.97,3.79
1971,Male,15,SCOTT,2286,62.60,32.26,0.41,1.15,1.90,1.68
1971,Male,16,JEFFREY,2253,79.11,15.81,0.63,0.45,1.82,2.18
1971,Male,17,MARK,2025,71.70,12.38,9.53,2.10,2.06,2.22
1971,Male,18,KEVIN,1953,79.64,12.11,2.06,1.29,2.06,2.84
1971,Male,19,JOSEPH,1945,35.48,48.84,6.91,1.09,5.31,2.37
1971,Male,20,ANTHONY,1798,63.43,30.43,1.10,0.62,1.84,2.59
1971,Male,21,THOMAS,1678,55.53,38.17,1.63,1.01,2.00,1.66
1971,Male,22,PAUL,1648,73.80,16.16,3.63,1.94,2.60,1.87
1971,Male,23,TIMOTHY,1486,70.93,20.09,2.58,1.68,2.38,2.34
1971,Male,24,JOSE,1364,22.45,3.56,31.93,7.71,3.21,31.14
1971,Male,25,CHARLES,1318,38.87,47.28,0.80,2.05,3.71,7.28
1972,Female,1,JENNIFER*,6063,,,,,,
1972,Female,2,MICHELLE*,2770,,,,,,
1972,Female,3,CHRISTIN*,2590,,,,,,
1972,Female,4,LISA,2353,88.92,1.94,(S),(S),1.87,6.30
1972,Female,5,KIMBERLY*,1918,,,,,,
1972,Female,6,MARIA,1629,34.46,1.62,3.30,3.53,2.35,54.74
1972,Female,7,NICOLE,1499,72.63,12.11,(S),(S),2.28,10.53
1972,Female,8,HEATHER,1492,90.81,2.47,1.87,0.75,1.57,2.54
1972,Female,9,AMY,1423,82.84,9.56,1.13,0.93,1.52,4.02
1972,Female,10,STEPHANI*,1421,,,,,,
1972,Female,11,JULIE,1352,76.54,6.70,3.35,(S),(S),11.17
1972,Female,12,ELIZABET*,1342,,,,,,
1972,Female,13,CYNTHIA,1310,,,,,,
1972,Female,14,MELISSA,1260,82.35,2.94,(S),0.00,(S),11.18
1972,Female,15,ANGELA,1200,67.69,9.17,4.37,(S),(S),14.85
1972,Female,16,LAURA,1194,68.18,6.47,(S),(S),1.58,21.91
1972,Female,17,SHANNON,1172,77.39,18.73,0.45,0.38,1.55,1.50
1972,Female,18,REBECCA,1126,76.60,10.11,(S),(S),2.13,8.24
1972,Female,19,PATRICIA*,1010,,,,,,
1972,Female,20,SANDRA,991,53.90,9.82,9.32,1.51,3.27,22.17
1972,Female,21,MONICA,965,82.72,3.29,(S),(S),2.05,10.76
1972,Female,22,MARY,920,79.91,10.97,2.57,0.50,2.21,3.84
1972,Female,23,TINA,872,50.43,(S),26.09,(S),6.09,10.72
1972,Female,24,ANDREA,839,82.31,5.78,1.16,0.54,2.11,8.10
1972,Female,25,KAREN,800,86.21,5.17,0.99,0.62,2.71,4.31
1972,Male,1,MICHAEL,6476,86.36,7.62,1.13,0.73,1.93,2.23
1972,Male,2,DAVID,4539,65.29,13.75,10.50,1.84,2.60,6.03
1972,Male,3,CHRISTOP*,4215,,,,,,
1972,Male,4,JASON,3962,70.75,21.61,1.93,0.38,1.50,3.83
1972,Male,5,ROBERT,3916,74.28,16.04,1.67,0.56,2.04,5.40
1972,Male,6,JAMES,3441,54.45,38.09,0.81,2.51,2.10,2.04
1972,Male,7,JOHN,3432,47.00,20.10,14.41,12.56,3.58,2.36
1972,Male,8,BRIAN,2897,85.49,7.85,1.34,1.10,1.34,2.89
1972,Male,9,DANIEL,2524,67.02,24.05,2.12,0.58,1.95,4.27
1972,Male,10,RICHARD,2326,73.19,22.09,0.61,0.52,1.64,1.94
1972,Male,11,ERIC,2266,71.34,10.06,6.71,1.52,5.79,4.57
1972,Male,12,MATTHEW,2220,59.90,29.94,3.92,0.99,2.62,2.64
1972,Male,13,WILLIAM,2011,34.04,59.01,1.61,0.67,2.33,2.34
1972,Male,14,STEVEN,1925,71.55,19.64,1.04,2.01,1.97,3.79
1972,Male,15,JEFFREY,1903,79.11,15.81,0.63,0.45,1.82,2.18
1972,Male,16,JOSEPH,1814,35.48,48.84,6.91,1.09,5.31,2.37
1972,Male,17,MARK,1754,71.70,12.38,9.53,2.10,2.06,2.22
1972,Male,18,SCOTT,1753,62.60,32.26,0.41,1.15,1.90,1.68
1972,Male,19,ANTHONY,1674,63.43,30.43,1.10,0.62,1.84,2.59
1972,Male,20,KEVIN,1568,79.64,12.11,2.06,1.29,2.06,2.84
1972,Male,21,JOSE,1514,22.45,3.56,31.93,7.71,3.21,31.14
1972,Male,22,PAUL,1438,73.80,16.16,3.63,1.94,2.60,1.87
1972,Male,23,THOMAS,1376,55.53,38.17,1.63,1.01,2.00,1.66
1972,Male,24,TIMOTHY,1316,70.93,20.09,2.58,1.68,2.38,2.34
1972,Male,25,GREGORY,1178,80.87,14.62,0.43,0.75,1.51,1.82
1973,Female,1,JENNIFER*,5628,,,,,,
1973,Female,2,MICHELLE*,2479,,,,,,
1973,Female,3,CHRISTIN*,2437,,,,,,
1973,Female,4,LISA,2014,88.92,1.94,(S),(S),1.87,6.30
1973,Female,5,MARIA,1753,34.46,1.62,3.30,3.53,2.35,54.74
1973,Female,6,KIMBERLY*,1740,,,,,,
1973,Female,7,HEATHER,1659,90.81,2.47,1.87,0.75,1.57,2.54
1973,Female,8,AMY,1595,82.84,9.56,1.13,0.93,1.52,4.02
1973,Female,9,MELISSA,1400,82.35,2.94,(S),0.00,(S),11.18
1973,Female,10,STEPHANI*,1357,,,,,,
1973,Female,11,ELIZABET*,1288,,,,,,
1973,Female,12,NICOLE,1286,72.63,12.11,(S),(S),2.28,10.53
1973,Female,13,REBECCA,1279,76.60,10.11,(S),(S),2.13,8.24
1973,Female,14,JULIE,1183,76.54,6.70,3.35,(S),(S),11.17
1973,Female,15,CYNTHIA,1141,,,,,,
1973,Female,16,SHANNON,1068,77.39,18.73,0.45,0.38,1.55,1.50
1973,Female,17,LAURA,1061,68.18,6.47,(S),(S),1.58,21.91
1973,Female,18,VERONICA*,1060,,,,,,
1973,Female,19,ANGELA,1013,67.69,9.17,4.37,(S),(S),14.85
1973,Female,20,MONICA,984,82.72,3.29,(S),(S),2.05,10.76
1973,Female,21,PATRICIA*,913,,,,,,
1973,Female,22,SANDRA,888,53.90,9.82,9.32,1.51,3.27,22.17
1973,Female,23,ANDREA,819,82.31,5.78,1.16,0.54,2.11,8.10
1973,Female,24,MARY,792,79.91,10.97,2.57,0.50,2.21,3.84
1973,Female,25,JESSICA,762,68.14,8.85,(S),0.00,(S),19.91
1973,Male,1,MICHAEL,5960,86.36,7.62,1.13,0.73,1.93,2.23
1973,Male,2,JASON,4360,70.75,21.61,1.93,0.38,1.50,3.83
1973,Male,3,DAVID,4101,65.29,13.75,10.50,1.84,2.60,6.03
1973,Male,4,CHRISTOP*,3696,,,,,,
1973,Male,5,ROBERT,3498,74.28,16.04,1.67,0.56,2.04,5.40
1973,Male,6,JOHN,3144,47.00,20.10,14.41,12.56,3.58,2.36
1973,Male,7,JAMES,2977,54.45,38.09,0.81,2.51,2.10,2.04
1973,Male,8,BRIAN,2798,85.49,7.85,1.34,1.10,1.34,2.89
1973,Male,9,DANIEL,2768,67.02,24.05,2.12,0.58,1.95,4.27
1973,Male,10,MATTHEW,2252,59.90,29.94,3.92,0.99,2.62,2.64
1973,Male,11,RICHARD,2115,73.19,22.09,0.61,0.52,1.64,1.94
1973,Male,12,ERIC,2038,71.34,10.06,6.71,1.52,5.79,4.57
1973,Male,13,WILLIAM,1840,34.04,59.01,1.61,0.67,2.33,2.34
1973,Male,14,JOSEPH,1788,35.48,48.84,6.91,1.09,5.31,2.37
1973,Male,15,JEFFREY,1757,79.11,15.81,0.63,0.45,1.82,2.18
1973,Male,16,MARK,1739,71.70,12.38,9.53,2.10,2.06,2.22
1973,Male,17,STEVEN,1701,71.55,19.64,1.04,2.01,1.97,3.79
1973,Male,18,JOSE,1685,22.45,3.56,31.93,7.71,3.21,31.14
1973,Male,19,ANTHONY,1609,63.43,30.43,1.10,0.62,1.84,2.59
1973,Male,20,SCOTT,1513,62.60,32.26,0.41,1.15,1.90,1.68
1973,Male,21,KEVIN,1399,79.64,12.11,2.06,1.29,2.06,2.84
1973,Male,22,PAUL,1298,73.80,16.16,3.63,1.94,2.60,1.87
1973,Male,23,RYAN,1284,93.33,2.82,0.64,0.42,1.17,1.62
1973,Male,24,JOSHUA,1266,24.58,60.41,4.91,2.84,3.58,3.68
1973,Male,25,THOMAS,1251,55.53,38.17,1.63,1.01,2.00,1.66
1974,Female,1,JENNIFER*,5631,,,,,,
1974,Female,2,MICHELLE*,2510,,,,,,
1974,Female,3,CHRISTIN*,2449,,,,,,
1974,Female,4,HEATHER,1904,90.81,2.47,1.87,0.75,1.57,2.54
1974,Female,5,MARIA,1858,34.46,1.62,3.30,3.53,2.35,54.74
1974,Female,6,AMY,1840,82.84,9.56,1.13,0.93,1.52,4.02
1974,Female,7,LISA,1783,88.92,1.94,(S),(S),1.87,6.30
1974,Female,8,KIMBERLY*,1695,,,,,,
1974,Female,9,MELISSA,1489,82.35,2.94,(S),0.00,(S),11.18
1974,Female,10,ELIZABET*,1479,,,,,,
1974,Female,11,STEPHANI*,1415,,,,,,
1974,Female,12,ANGELA,1262,67.69,9.17,4.37,(S),(S),14.85
1974,Female,13,VERONICA*,1193,,,,,,
1974,Female,14,REBECCA,1190,76.60,10.11,(S),(S),2.13,8.24
1974,Female,15,NICOLE,1171,72.63,12.11,(S),(S),2.28,10.53
1974,Female,16,JESSICA,1111,68.14,8.85,(S),0.00,(S),19.91
1974,Female,17,SHANNON,1105,77.39,18.73,0.45,0.38,1.55,1.50
1974,Female,18,JULIE,1104,76.54,6.70,3.35,(S),(S),11.17
1974,Female,19,LAURA,1030,68.18,6.47,(S),(S),1.58,21.91
1974,Female,20,CYNTHIA,1022,,,,,,
1974,Female,21,MONICA,1017,82.72,3.29,(S),(S),2.05,10.76
1974,Female,22,PATRICIA*,1001,,,,,,
1974,Female,23,SARAH,973,75.77,9.03,5.34,(S),5.13,(S)
1974,Female,24,SANDRA,963,53.90,9.82,9.32,1.51,3.27,22.17
1974,Female,25,ANDREA,859,82.31,5.78,1.16,0.54,2.11,8.10
1974,Male,1,MICHAEL,6159,86.36,7.62,1.13,0.73,1.93,2.23
1974,Male,2,JASON,4765,70.75,21.61,1.93,0.38,1.50,3.83
1974,Male,3,DAVID,4325,65.29,13.75,10.50,1.84,2.60,6.03
1974,Male,4,CHRISTOP*,3897,,,,,,
1974,Male,5,ROBERT,3477,74.28,16.04,1.67,0.56,2.04,5.40
1974,Male,6,JOHN,2976,47.00,20.10,14.41,12.56,3.58,2.36
1974,Male,7,BRIAN,2952,85.49,7.85,1.34,1.10,1.34,2.89
1974,Male,8,DANIEL,2942,67.02,24.05,2.12,0.58,1.95,4.27
1974,Male,9,JAMES,2932,54.45,38.09,0.81,2.51,2.10,2.04
1974,Male,10,MATTHEW,2527,59.90,29.94,3.92,0.99,2.62,2.64
1974,Male,11,RICHARD,1959,73.19,22.09,0.61,0.52,1.64,1.94
1974,Male,12,ERIC,1957,71.34,10.06,6.71,1.52,5.79,4.57
1974,Male,13,JOSE,1944,22.45,3.56,31.93,7.71,3.21,31.14
1974,Male,14,JOSEPH,1850,35.48,48.84,6.91,1.09,5.31,2.37
1974,Male,15,JEFFREY,1786,79.11,15.81,0.63,0.45,1.82,2.18
1974,Male,16,WILLIAM,1780,34.04,59.01,1.61,0.67,2.33,2.34
1974,Male,17,STEVEN,1763,71.55,19.64,1.04,2.01,1.97,3.79
