col0,col1,col2,col3,col4,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
1961,Female,23,NANCY,1517,54.55,22.42,6.67,(S),(S),15.15
1961,Female,24,BARBARA,1494,78.7,8.84,1.88,0.4,1.44,8.74
1961,Female,25,ROBIN,1378,81.68,10.46,2.51,0.38,1.55,3.42
1961,Male,1,MICHAEL,9444,83.59,8.88,1.95,0.67,1.85,3.06
1961,Male,2,DAVID,8353,59.45,14.86,13.85,1.73,2.52,7.59
1961,Male,3,ROBERT,7054,71.2,15.75,3.99,0.69,2.08,6.29
1961,Male,4,JOHN,6751,40.98,21.03,21.27,11.17,2.41,3.15
1961,Male,5,JAMES,6055,51.58,38.86,1.27,2.58,2.64,3.08
1961,Male,6,MARK,5339,64.91,15.44,11.34,2.52,2.53,3.26
1961,Male,7,STEVEN,4211,70.76,17.07,1.77,2.72,1.73,5.96
1961,Male,8,RICHARD,4186,70.35,23.46,0.9,0.57,1.97,2.75
1961,Male,9,WILLIAM,3763,35.2,53.62,4.2,1.05,2.38,3.56
1961,Male,10,DANIEL,3212,62.84,25.56,3.16,0.69,2.15,5.59
1961,Male,11,JEFFREY,3118,76.72,16.58,0.94,0.38,2.14,3.25
1961,Male,12,THOMAS,2991,52.63,38.75,2.44,1.07,2.58,2.54
1961,Male,13,KENNETH,2534,55.7,17.56,4.75,14.72,2.06,5.22
1961,Male,14,RONALD,2515,83.4,7.79,3.79,0.61,0.92,3.48
1961,Male,15,KEVIN,2449,72.73,11.36,4.55,0,1.7,9.66
1961,Male,16,TIMOTHY,2405,66.08,21.16,5.64,1.81,2.66,2.66
1961,Male,17,GREGORY,2364,78.64,15.56,0.57,0.75,1.99,2.49
1961,Male,18,CHRISTOP*,2266,,,,,,
1961,Male,19,JOSEPH,2234,29.59,54.19,9.76,0.99,2.49,2.98
1961,Male,20,CHARLES,2172,33.69,52.96,1.01,2.07,2.37,7.9
1961,Male,21,PAUL,2162,66.99,20.13,6.25,2.05,1.92,2.67
1961,Male,22,DONALD,2146,52.03,41.74,0.68,0.99,2.6,1.96
1961,Male,23,SCOTT,2117,60.21,32.92,0.51,1.18,2.59,2.58
1961,Male,24,BRIAN,2026,82.94,6.64,2.25,1.23,2.18,4.75
1961,Male,25,ANTHONY,1999,59.82,31.93,1.53,0.62,2.29,3.82
1962,Female,1,LISA,3698,85.96,3,2.35,(S),(S),7.47
1962,Female,2,SUSAN,3088,84.23,3.25,3.25,4.72,1.14,3.41
1962,Female,3,KAREN,2935,81.44,4.43,4.11,(S),(S),7.06
1962,Female,4,MARY,2924,76.21,12.54,2.78,0.58,1.23,6.66
1962,Female,5,CYNTHIA,2850,,,,,,
1962,Female,6,DEBORAH,2540,73.17,21.95,(S),0,(S),(S)
1962,Female,7,LINDA,2418,77.32,9.11,3.44,(S),(S),8.25
1962,Female,8,PATRICIA*,2302,,,,,,
1962,Female,9,KIMBERLY*,2223,,,,,,
1962,Female,10,SANDRA,2157,57.89,12.96,9.72,(S),(S),15.79
1962,Female,11,DEBRA,2109,73.2,17.01,4.64,(S),(S),2.58
1962,Female,12,LAURA,1995,58.58,6.22,3.72,0.33,1.32,29.83
1962,Female,13,JULIE,1897,74.16,11.8,(S),0,(S),10.67
1962,Female,14,ELIZABET*,1810,,,,,,
1962,Female,15,LORI,1802,90.5,2.18,1.39,(S),(S),4.95
1962,Female,16,PAMELA,1751,,,,,,
1962,Female,17,CHRISTIN*,1732,,,,,,
1962,Female,18,KATHLEEN*,1701,,,,,,
1962,Female,19,TERESA,1680,51.5,4.89,3.76,0,1.88,37.97
1962,Female,20,DONNA,1654,81.88,6.31,0.97,1.94,1.13,7.77
1962,Female,21,DENISE,1480,81.62,9.99,(S),1.46,(S),5.19
1962,Female,22,KELLY,1461,78.09,16.22,0.64,0.54,1.81,2.69
1962,Female,23,CHERYL,1438,,,,,,
1962,Female,24,BARBARA,1398,78.7,8.84,1.88,0.4,1.44,8.74
1962,Female,25,MICHELLE*,1383,,,,,,
1962,Male,1,MICHAEL,9336,83.59,8.88,1.95,0.67,1.85,3.06
1962,Male,2,DAVID,8059,59.45,14.86,13.85,1.73,2.52,7.59
1962,Male,3,ROBERT,7031,71.2,15.75,3.99,0.69,2.08,6.29
1962,Male,4,JOHN,6612,40.98,21.03,21.27,11.17,2.41,3.15
1962,Male,5,JAMES,5863,51.58,38.86,1.27,2.58,2.64,3.08
1962,Male,6,MARK,4911,64.91,15.44,11.34,2.52,2.53,3.26
1962,Male,7,RICHARD,4340,70.35,23.46,0.9,0.57,1.97,2.75
1962,Male,8,STEVEN,3914,70.76,17.07,1.77,2.72,1.73,5.96
1962,Male,9,WILLIAM,3727,35.2,53.62,4.2,1.05,2.38,3.56
1962,Male,10,JEFFREY,3389,76.72,16.58,0.94,0.38,2.14,3.25
1962,Male,11,DANIEL,3049,62.84,25.56,3.16,0.69,2.15,5.59
1962,Male,12,THOMAS,2902,52.63,38.75,2.44,1.07,2.58,2.54
1962,Male,13,SCOTT,2753,60.21,32.92,0.51,1.18,2.59,2.58
1962,Male,14,KENNETH,2587,55.7,17.56,4.75,14.72,2.06,5.22
1962,Male,15,GREGORY,2548,78.64,15.56,0.57,0.75,1.99,2.49
1962,Male,16,KEVIN,2429,72.73,11.36,4.55,0,1.7,9.66
1962,Male,17,RONALD,2426,83.4,7.79,3.79,0.61,0.92,3.48
1962,Male,18,JOSEPH,2387,29.59,54.19,9.76,0.99,2.49,2.98
1962,Male,19,TIMOTHY,2345,66.08,21.16,5.64,1.81,2.66,2.66
1962,Male,20,CHRISTOP*,2219,,,,,,
1962,Male,21,PAUL,2157,66.99,20.13,6.25,2.05,1.92,2.67
1962,Male,22,CHARLES,2077,33.69,52.96,1.01,2.07,2.37,7.9
1962,Male,23,BRIAN,2061,82.94,6.64,2.25,1.23,2.18,4.75
1962,Male,24,ANTHONY,2001,59.82,31.93,1.53,0.62,2.29,3.82
1962,Male,25,DONALD,1929,52.03,41.74,0.68,0.99,2.6,1.96
1963,Female,1,LISA,4661,85.96,3,2.35,(S),(S),7.47
1963,Female,2,SUSAN,2920,84.23,3.25,3.25,4.72,1.14,3.41
1963,Female,3,MARY,2788,76.21,12.54,2.78,0.58,1.23,6.66
1963,Female,4,KAREN,2723,81.44,4.43,4.11,(S),(S),7.06
1963,Female,5,CYNTHIA,2559,,,,,,
1963,Female,6,DEBORAH,2407,73.17,21.95,(S),0,(S),(S)
1963,Female,7,PATRICIA*,2269,,,,,,
1963,Female,8,KIMBERLY*,2254,,,,,,
1963,Female,9,LINDA,2144,77.32,9.11,3.44,(S),(S),8.25
1963,Female,10,LAURA,2141,58.58,6.22,3.72,0.33,1.32,29.83
1963,Female,11,SANDRA,2113,57.89,12.96,9.72,(S),(S),15.79
1963,Female,12,CHRISTIN*,2019,,,,,,
1963,Female,13,ELIZABET*,1929,,,,,,
1963,Female,14,JULIE,1847,74.16,11.8,(S),0,(S),10.67
1963,Female,15,LORI,1823,90.5,2.18,1.39,(S),(S),4.95
1963,Female,16,DEBRA,1804,73.2,17.01,4.64,(S),(S),2.58
1963,Female,17,TERESA,1673,51.5,4.89,3.76,0,1.88,37.97
1963,Female,18,PAMELA,1656,,,,,,
1963,Female,19,KATHLEEN*,1582,,,,,,
1963,Female,20,KELLY,1559,78.09,16.22,0.64,0.54,1.81,2.69
1963,Female,21,MARIA,1513,31.93,1.93,3.53,3.13,1.27,58.2
1963,Female,22,DONNA,1510,81.88,6.31,0.97,1.94,1.13,7.77
1963,Female,23,DENISE,1487,81.62,9.99,(S),1.46,(S),5.19
1963,Female,24,MICHELLE*,1486,,,,,,
1963,Female,25,JENNIFER*,1404,,,,,,
1963,Male,1,MICHAEL,9136,83.59,8.88,1.95,0.67,1.85,3.06
1963,Male,2,DAVID,7692,59.45,14.86,13.85,1.73,2.52,7.59
1963,Male,3,ROBERT,7132,71.2,15.75,3.99,0.69,2.08,6.29
1963,Male,4,JOHN,6978,40.98,21.03,21.27,11.17,2.41,3.15
1963,Male,5,JAMES,5793,51.58,38.86,1.27,2.58,2.64,3.08
1963,Male,6,MARK,4651,64.91,15.44,11.34,2.52,2.53,3.26
1963,Male,7,RICHARD,4568,70.35,23.46,0.9,0.57,1.97,2.75
1963,Male,8,STEVEN,3759,70.76,17.07,1.77,2.72,1.73,5.96
1963,Male,9,WILLIAM,3662,35.2,53.62,4.2,1.05,2.38,3.56
1963,Male,10,JEFFREY,3213,76.72,16.58,0.94,0.38,2.14,3.25
1963,Male,11,DANIEL,3131,62.84,25.56,3.16,0.69,2.15,5.59
1963,Male,12,THOMAS,2850,52.63,38.75,2.44,1.07,2.58,2.54
1963,Male,13,SCOTT,2682,60.21,32.92,0.51,1.18,2.59,2.58
1963,Male,14,KEVIN,2664,72.73,11.36,4.55,0,1.7,9.66
1963,Male,15,KENNETH,2512,55.7,17.56,4.75,14.72,2.06,5.22
1963,Male,16,GREGORY,2494,78.64,15.56,0.57,0.75,1.99,2.49
1963,Male,17,RONALD,2422,83.4,7.79,3.79,0.61,0.92,3.48
1963,Male,18,JOSEPH,2344,29.59,54.19,9.76,0.99,2.49,2.98
1963,Male,19,CHRISTOP*,2313,,,,,,
1963,Male,20,PAUL,2312,66.99,20.13,6.25,2.05,1.92,2.67
1963,Male,21,TIMOTHY,2288,66.08,21.16,5.64,1.81,2.66,2.66
1963,Male,22,BRIAN,2264,82.94,6.64,2.25,1.23,2.18,4.75
1963,Male,23,CHARLES,2103,33.69,52.96,1.01,2.07,2.37,7.9
1963,Male,24,ANTHONY,2063,59.82,31.93,1.53,0.62,2.29,3.82
1963,Male,25,DONALD,1851,52.03,41.74,0.68,0.99,2.6,1.96
1964,Female,1,LISA,4541,85.96,3,2.35,(S),(S),7.47
1964,Female,2,MARY,2892,76.21,12.54,2.78,0.58,1.23,6.66
1964,Female,3,KIMBERLY*,2556,,,,,,
1964,Female,4,SUSAN,2535,84.23,3.25,3.25,4.72,1.14,3.41
1964,Female,5,KAREN,2495,81.44,4.43,4.11,(S),(S),7.06
1964,Female,6,CYNTHIA,2451,,,,,,
1964,Female,7,PATRICIA*,2363,,,,,,
1964,Female,8,CHRISTIN*,2352,,,,,,
1964,Female,9,DEBORAH,2232,73.17,21.95,(S),0,(S),(S)
1964,Female,10,LAURA,2155,58.58,6.22,3.72,0.33,1.32,29.83
1964,Female,11,SANDRA,1926,57.89,12.96,9.72,(S),(S),15.79
1964,Female,12,ELIZABET*,1843,,,,,,
1964,Female,13,JULIE,1827,74.16,11.8,(S),0,(S),10.67
1964,Female,14,LINDA,1785,77.32,9.11,3.44,(S),(S),8.25
1964,Female,15,MICHELLE*,1637,,,,,,
1964,Female,16,MARIA,1527,31.93,1.93,3.53,3.13,1.27,58.2
1964,Female,17,JENNIFER*,1520,,,,,,
1964,Female,18,DENISE,1507,81.62,9.99,(S),1.46,(S),5.19
1964,Female,19,DEBRA,1490,73.2,17.01,4.64,(S),(S),2.58
1964,Female,20,PAMELA,1458,,,,,,
1964,Female,21,KATHLEEN*,1456,,,,,,
1964,Female,22,TERESA,1422,51.5,4.89,3.76,0,1.88,37.97
1964,Female,23,KELLY,1415,78.09,16.22,0.64,0.54,1.81,2.69
1964,Female,24,LORI,1387,90.5,2.18,1.39,(S),(S),4.95
1964,Female,25,DONNA,1377,81.88,6.31,0.97,1.94,1.13,7.77
1964,Male,1,MICHAEL,8899,83.59,8.88,1.95,0.67,1.85,3.06
1964,Male,2,DAVID,7495,59.45,14.86,13.85,1.73,2.52,7.59
1964,Male,3,JOHN,7195,40.98,21.03,21.27,11.17,2.41,3.15
1964,Male,4,ROBERT,7108,71.2,15.75,3.99,0.69,2.08,6.29
1964,Male,5,JAMES,5946,51.58,38.86,1.27,2.58,2.64,3.08
1964,Male,6,RICHARD,4368,70.35,23.46,0.9,0.57,1.97,2.75
1964,Male,7,MARK,3978,64.91,15.44,11.34,2.52,2.53,3.26
1964,Male,8,WILLIAM,3615,35.2,53.62,4.2,1.05,2.38,3.56
1964,Male,9,STEVEN,3605,70.76,17.07,1.77,2.72,1.73,5.96
1964,Male,10,DANIEL,2940,62.84,25.56,3.16,0.69,2.15,5.59
1964,Male,11,JEFFREY,2912,76.72,16.58,0.94,0.38,2.14,3.25
1964,Male,12,THOMAS,2733,52.63,38.75,2.44,1.07,2.58,2.54
1964,Male,13,KEVIN,2542,72.73,11.36,4.55,0,1.7,9.66
1964,Male,14,KENNETH,2464,55.7,17.56,4.75,14.72,2.06,5.22
1964,Male,15,JOSEPH,2414,29.59,54.19,9.76,0.99,2.49,2.98
1964,Male,16,PAUL,2408,66.99,20.13,6.25,2.05,1.92,2.67
1964,Male,17,SCOTT,2336,60.21,32.92,0.51,1.18,2.59,2.58
1964,Male,18,CHRISTOP*,2293,,,,,,
1964,Male,18,TIMOTHY,2293,66.08,21.16,5.64,1.81,2.66,2.66
1964,Male,20,RONALD,2225,83.4,7.79,3.79,0.61,0.92,3.48
1964,Male,21,GREGORY,2224,78.64,15.56,0.57,0.75,1.99,2.49
1964,Male,22,BRIAN,2083,82.94,6.64,2.25,1.23,2.18,4.75
1964,Male,23,ANTHONY,1970,59.82,31.93,1.53,0.62,2.29,3.82
1964,Male,24,CHARLES,1880,33.69,52.96,1.01,2.07,2.37,7.9
1964,Male,25,ERIC,1878,56.06,18.87,14.08,(S),(S),9.3
1965,Female,1,LISA,4629,85.96,3,2.35,(S),(S),7.47
1965,Female,2,KIMBERLY*,2822,,,,,,
1965,Female,3,KAREN,2633,81.44,4.43,4.11,(S),(S),7.06
1965,Female,4,CHRISTIN*,2462,,,,,,
1965,Female,5,MARY,2293,76.21,12.54,2.78,0.58,1.23,6.66
1965,Female,6,CYNTHIA,2200,,,,,,
1965,Female,7,PATRICIA*,2160,,,,,,
1965,Female,8,SUSAN,1968,84.23,3.25,3.25,4.72,1.14,3.41
1965,Female,9,DEBORAH,1867,73.17,21.95,(S),0,(S),(S)
1965,Female,10,JULIE,1829,74.16,11.8,(S),0,(S),10.67
1965,Female,11,ELIZABET*,1812,,,,,,
1965,Female,12,LAURA,1756,58.58,6.22,3.72,0.33,1.32,29.83
1965,Female,13,MICHELLE*,1704,,,,,,
1965,Female,14,JENNIFER*,1650,,,,,,
1965,Female,15,SANDRA,1638,57.89,12.96,9.72,(S),(S),15.79
1965,Female,16,LINDA,1598,77.32,9.11,3.44,(S),(S),8.25
1965,Female,17,MARIA,1511,31.93,1.93,3.53,3.13,1.27,58.2
1965,Female,18,DENISE,1380,81.62,9.99,(S),1.46,(S),5.19
1965,Female,19,KELLY,1368,78.09,16.22,0.64,0.54,1.81,2.69
1965,Female,20,DEBRA,1303,73.2,17.01,4.64,(S),(S),2.58
1965,Female,21,TERESA,1274,51.5,4.89,3.76,0,1.88,37.97
1965,Female,22,DONNA,1263,81.88,6.31,0.97,1.94,1.13,7.77
1965,Female,23,KATHLEEN*,1211,,,,,,
1965,Female,24,TRACY,1198,91.05,2.83,0.62,1.37,1.61,2.51
1965,Female,25,PAMELA,1157,,,,,,
1965,Male,1,MICHAEL,8632,83.59,8.88,1.95,0.67,1.85,3.06
1965,Male,2,DAVID,6816,59.45,14.86,13.85,1.73,2.52,7.59
1965,Male,3,ROBERT,6352,71.2,15.75,3.99,0.69,2.08,6.29
1965,Male,4,JOHN,6244,40.98,21.03,21.27,11.17,2.41,3.15
1965,Male,5,JAMES,5558,51.58,38.86,1.27,2.58,2.64,3.08
1965,Male,6,RICHARD,4114,70.35,23.46,0.9,0.57,1.97,2.75
1965,Male,7,MARK,3433,64.91,15.44,11.34,2.52,2.53,3.26
1965,Male,8,STEVEN,3362,70.76,17.07,1.77,2.72,1.73,5.96
1965,Male,9,WILLIAM,3158,35.2,53.62,4.2,1.05,2.38,3.56
1965,Male,10,DANIEL,2980,62.84,25.56,3.16,0.69,2.15,5.59
1965,Male,11,JEFFREY,2732,76.72,16.58,0.94,0.38,2.14,3.25
1965,Male,12,CHRISTOP*,2645,,,,,,
1965,Male,13,THOMAS,2476,52.63,38.75,2.44,1.07,2.58,2.54
1965,Male,14,TIMOTHY,2431,66.08,21.16,5.64,1.81,2.66,2.66
1965,Male,15,JOSEPH,2343,29.59,54.19,9.76,0.99,2.49,2.98
1965,Male,16,KEVIN,2299,72.73,11.36,4.55,0,1.7,9.66
1965,Male,17,PAUL,2281,66.99,20.13,6.25,2.05,1.92,2.67
1965,Male,18,KENNETH,2209,55.7,17.56,4.75,14.72,2.06,5.22
1965,Male,19,BRIAN,2162,82.94,6.64,2.25,1.23,2.18,4.75
1965,Male,20,ERIC,2155,56.06,18.87,14.08,(S),(S),9.3
1965,Male,21,SCOTT,2054,60.21,32.92,0.51,1.18,2.59,2.58
1965,Male,22,RONALD,2023,83.4,7.79,3.79,0.61,0.92,3.48
1965,Male,23,ANTHONY,2017,59.82,31.93,1.53,0.62,2.29,3.82
1965,Male,24,GREGORY,1902,78.64,15.56,0.57,0.75,1.99,2.49
1965,Male,25,CHARLES,1714,33.69,52.96,1.01,2.07,2.37,7.9
1966,Female,1,LISA,4672,85.96,3,2.35,(S),(S),7.47
1966,Female,2,MICHELLE*,3053,,,,,,
1966,Female,3,KIMBERLY*,2990,,,,,,
1966,Female,4,CHRISTIN*,2481,,,,,,
1966,Female,5,KAREN,1983,81.44,4.43,4.11,(S),(S),7.06
1966,Female,6,CYNTHIA,1940,,,,,,
1966,Female,7,MARY,1924,76.21,12.54,2.78,0.58,1.23,6.66
1966,Female,8,JENNIFER*,1852,,,,,,
1966,Female,9,SUSAN,1789,84.23,3.25,3.25,4.72,1.14,3.41
1966,Female,10,PATRICIA*,1757,,,,,,
1966,Female,11,JULIE,1705,74.16,11.8,(S),0,(S),10.67
1966,Female,12,DEBORAH,1649,73.17,21.95,(S),0,(S),(S)
1966,Female,13,ELIZABET*,1623,,,,,,
1966,Female,14,LAURA,1615,58.58,6.22,3.72,0.33,1.32,29.83
1966,Female,15,SANDRA,1548,57.89,12.96,9.72,(S),(S),15.79
1966,Female,16,MARIA,1395,31.93,1.93,3.53,3.13,1.27,58.2
1966,Female,17,KELLY,1256,78.09,16.22,0.64,0.54,1.81,2.69
1966,Female,18,DENISE,1230,81.62,9.99,(S),1.46,(S),5.19
1966,Female,19,TINA,1216,51.9,(S),19.62,(S),10.13,10.76
1966,Female,20,MICHELE,1178,77.51,15.79,(S),(S),1.44,4.55
1966,Female,21,LINDA,1168,77.32,9.11,3.44,(S),(S),8.25
1966,Female,22,TERESA,1159,51.5,4.89,3.76,0,1.88,37.97
1966,Female,23,TRACY,1133,91.05,2.83,0.62,1.37,1.61,2.51
1966,Female,24,KATHLEEN*,1110,,,,,,
1966,Female,25,STEPHANI*,1102,,,,,,
1966,Male,1,MICHAEL,8164,83.59,8.88,1.95,0.67,1.85,3.06
1966,Male,2,DAVID,6716,59.45,14.86,13.85,1.73,2.52,7.59
1966,Male,3,ROBERT,5973,71.2,15.75,3.99,0.69,2.08,6.29
1966,Male,4,JOHN,5619,40.98,21.03,21.27,11.17,2.41,3.15
1966,Male,5,JAMES,5251,51.58,38.86,1.27,2.58,2.64,3.08
1966,Male,6,RICHARD,3767,70.35,23.46,0.9,0.57,1.97,2.75
1966,Male,7,STEVEN,3191,70.76,17.07,1.77,2.72,1.73,5.96
1966,Male,8,MARK,3166,64.91,15.44,11.34,2.52,2.53,3.26
1966,Male,9,WILLIAM,2938,35.2,53.62,4.2,1.05,2.38,3.56
1966,Male,10,CHRISTOP*,2866,,,,,,
1966,Male,11,JEFFREY,2754,76.72,16.58,0.94,0.38,2.14,3.25
1966,Male,12,DANIEL,2688,62.84,25.56,3.16,0.69,2.15,5.59
1966,Male,13,TIMOTHY,2370,66.08,21.16,5.64,1.81,2.66,2.66
1966,Male,14,BRIAN,2363,82.94,6.64,2.25,1.23,2.18,4.75
1966,Male,15,PAUL,2217,66.99,20.13,6.25,2.05,1.92,2.67
1966,Male,16,THOMAS,2141,52.63,38.75,2.44,1.07,2.58,2.54
1966,Male,17,ERIC,2127,56.06,18.87,14.08,(S),(S),9.3
1966,Male,18,JOSEPH,2112,29.59,54.19,9.76,0.99,2.49,2.98
1966,Male,19,ANTHONY,2056,59.82,31.93,1.53,0.62,2.29,3.82
1966,Male,20,SCOTT,2044,60.21,32.92,0.51,1.18,2.59,2.58
1966,Male,21,KEVIN,2012,72.73,11.36,4.55,0,1.7,9.66
1966,Male,22,KENNETH,1908,55.7,17.56,4.75,14.72,2.06,5.22
1966,Male,23,RONALD,1899,83.4,7.79,3.79,0.61,0.92,3.48
1966,Male,24,GREGORY,1708,78.64,15.56,0.57,0.75,1.99,2.49
1966,Male,25,CHARLES,1612,33.69,52.96,1.01,2.07,2.37,7.9
1967,Female,1,LISA,4361,85.96,3,2.35,(S),(S),7.47
1967,Female,2,MICHELLE*,3424,,,,,,
1967,Female,3,KIMBERLY*,2970,,,,,,
1967,Female,4,CHRISTIN*,2682,,,,,,
1967,Female,5,JENNIFER*,1818,,,,,,
1967,Female,6,JULIE,1807,74.16,11.8,(S),0,(S),10.67
1967,Female,7,CYNTHIA,1739,,,,,,
1967,Female,8,MARY,1691,76.21,12.54,2.78,0.58,1.23,6.66
1967,Female,9,KAREN,1684,81.44,4.43,4.11,(S),(S),7.06
1967,Female,10,PATRICIA*,1675,,,,,,
1967,Female,11,ELIZABET*,1626,,,,,,
1967,Female,12,SUSAN,1584,84.23,3.25,3.25,4.72,1.14,3.41
1967,Female,13,LAURA,1571,58.58,6.22,3.72,0.33,1.32,29.83
1967,Female,14,MARIA,1461,31.93,1.93,3.53,3.13,1.27,58.2
1967,Female,15,SANDRA,1412,57.89,12.96,9.72,(S),(S),15.79
1967,Female,16,STEPHANI*,1406,,,,,,
1967,Female,17,DEBORAH,1368,73.17,21.95,(S),0,(S),(S)
1967,Female,18,DENISE,1251,81.62,9.99,(S),1.46,(S),5.19
1967,Female,19,KELLY,1238,78.09,16.22,0.64,0.54,1.81,2.69
1967,Female,19,TINA,1238,51.9,(S),19.62,(S),10.13,10.76
1967,Female,21,WENDY,1113,,,,,,
1967,Female,22,ANGELA,1112,66.09,8.15,7.73,(S),(S),15.45
1967,Female,23,TRACY,1110,91.05,2.83,0.62,1.37,1.61,2.51
1967,Female,24,MICHELE,1079,77.51,15.79,(S),(S),1.44,4.55
1967,Female,25,TAMMY,1050,,,,,,
1967,Male,1,MICHAEL,8588,83.59,8.88,1.95,0.67,1.85,3.06
1967,Male,2,DAVID,6852,59.45,14.86,13.85,1.73,2.52,7.59
